INFO - Siam-FC - Running command 'main'
INFO - Siam-FC - Started run with ID "40"
INFO - root - preproces -- siamese_fc_color
WARNING - root - root is not explicitly specified, using default value: None
INFO - root - For training, we use instance size 255 - 2 * 8 ...
WARNING - root - init_method is not explicitly specified, using default value: None
sdiufhasudf Tensor("siamese_fc/conv5/split:0", shape=(8, 8, 8, 192), dtype=float32)
sdfah Tensor("siamese_fc/conv5/def/offset2/BiasAdd:0", shape=(8, 8, 8, 72), dtype=float32)
Tensor("siamese_fc/conv5/def/transpose:0", shape=(8, 192, 8, 8), dtype=float32) <tf.Variable 'siamese_fc/conv5/def/b1/weights:0' shape=(128, 192, 3, 3) dtype=float32_ref> Tensor("siamese_fc/conv5/def/transpose_1:0", shape=(8, 72, 8, 8), dtype=float32)
ddd Tensor("siamese_fc/conv5/def/b1/transpose:0", shape=(8, 6, 6, 128), dtype=float32)
sdiufhasudf Tensor("siamese_fc_1/conv5/split:0", shape=(8, 22, 22, 192), dtype=float32)
sdfah Tensor("siamese_fc_1/conv5/def/offset2/BiasAdd:0", shape=(8, 22, 22, 72), dtype=float32)
Tensor("siamese_fc_1/conv5/def/transpose:0", shape=(8, 192, 22, 22), dtype=float32) <tf.Variable 'siamese_fc/conv5/def/b1/weights:0' shape=(128, 192, 3, 3) dtype=float32_ref> Tensor("siamese_fc_1/conv5/def/transpose_1:0", shape=(8, 72, 22, 22), dtype=float32)
ddd Tensor("siamese_fc_1/conv5/def/b1/transpose:0", shape=(8, 20, 20, 128), dtype=float32)
INFO - root - Model moving average is disabled since decay factor is 0
2017-12-03 06:50:22.345155: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 06:50:22.345193: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 06:50:22.345199: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 06:50:22.345204: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 06:50:22.345208: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 06:50:22.911742: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.8235
pciBusID 5791:00:00.0
Total memory: 11.17GiB
Free memory: 11.11GiB
2017-12-03 06:50:22.911781: I tensorflow/core/common_runtime/gpu/gpu_device.cc:908] DMA: 0 
2017-12-03 06:50:22.911788: I tensorflow/core/common_runtime/gpu/gpu_device.cc:918] 0:   Y 
2017-12-03 06:50:22.911796: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 5791:00:00.0)
INFO:tensorflow:Restoring parameters from /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC-only/model.ckpt-150000
INFO - tensorflow - Restoring parameters from /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC-only/model.ckpt-150000
INFO - root - Starting threads 0 ...

INFO - root - training for 332500 steps
INFO - root - 2017-12-03 06:50:25.871480: step 0, loss = 1.11, batch loss = 1.01 (3.5 examples/sec; 2.271 sec/batch; 209h:43m:41s remains)
INFO:tensorflow:/home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC/model.ckpt-0 is not in all_model_checkpoint_paths. Manually adding it.
INFO - tensorflow - /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC/model.ckpt-0 is not in all_model_checkpoint_paths. Manually adding it.
INFO - root - 2017-12-03 06:50:28.424209: step 10, loss = 1.06, batch loss = 0.97 (44.0 examples/sec; 0.182 sec/batch; 16h:48m:02s remains)
INFO - root - 2017-12-03 06:50:30.315862: step 20, loss = 1.14, batch loss = 1.05 (43.2 examples/sec; 0.185 sec/batch; 17h:05m:15s remains)
INFO - root - 2017-12-03 06:50:32.194716: step 30, loss = 1.04, batch loss = 0.94 (43.3 examples/sec; 0.185 sec/batch; 17h:02m:59s remains)
INFO - root - 2017-12-03 06:50:34.069190: step 40, loss = 1.08, batch loss = 0.98 (42.5 examples/sec; 0.188 sec/batch; 17h:24m:06s remains)
INFO - root - 2017-12-03 06:50:35.961273: step 50, loss = 1.04, batch loss = 0.95 (42.0 examples/sec; 0.190 sec/batch; 17h:35m:09s remains)
INFO - root - 2017-12-03 06:50:37.849822: step 60, loss = 1.11, batch loss = 1.01 (42.5 examples/sec; 0.188 sec/batch; 17h:22m:23s remains)
INFO - root - 2017-12-03 06:50:39.727376: step 70, loss = 0.94, batch loss = 0.85 (42.1 examples/sec; 0.190 sec/batch; 17h:33m:43s remains)
INFO - root - 2017-12-03 06:50:41.671008: step 80, loss = 1.15, batch loss = 1.05 (41.9 examples/sec; 0.191 sec/batch; 17h:38m:55s remains)
INFO - root - 2017-12-03 06:50:43.553648: step 90, loss = 1.11, batch loss = 1.01 (42.9 examples/sec; 0.187 sec/batch; 17h:14m:14s remains)
INFO - root - 2017-12-03 06:50:45.426548: step 100, loss = 1.02, batch loss = 0.93 (43.1 examples/sec; 0.185 sec/batch; 17h:07m:13s remains)
INFO - root - 2017-12-03 06:50:47.409184: step 110, loss = 1.07, batch loss = 0.97 (41.6 examples/sec; 0.192 sec/batch; 17h:44m:19s remains)
INFO - root - 2017-12-03 06:50:49.288428: step 120, loss = 1.04, batch loss = 0.94 (42.3 examples/sec; 0.189 sec/batch; 17h:28m:01s remains)
INFO - root - 2017-12-03 06:50:51.201473: step 130, loss = 0.95, batch loss = 0.86 (39.1 examples/sec; 0.205 sec/batch; 18h:53m:51s remains)
INFO - root - 2017-12-03 06:50:53.093241: step 140, loss = 1.02, batch loss = 0.93 (42.0 examples/sec; 0.191 sec/batch; 17h:36m:14s remains)
INFO - root - 2017-12-03 06:50:55.008689: step 150, loss = 1.06, batch loss = 0.96 (41.4 examples/sec; 0.193 sec/batch; 17h:51m:29s remains)
INFO - root - 2017-12-03 06:50:56.899354: step 160, loss = 1.11, batch loss = 1.01 (41.0 examples/sec; 0.195 sec/batch; 18h:01m:17s remains)
INFO - root - 2017-12-03 06:50:58.793685: step 170, loss = 1.07, batch loss = 0.97 (42.8 examples/sec; 0.187 sec/batch; 17h:15m:33s remains)
INFO - root - 2017-12-03 06:51:00.665216: step 180, loss = 1.00, batch loss = 0.90 (43.3 examples/sec; 0.185 sec/batch; 17h:03m:08s remains)
INFO - root - 2017-12-03 06:51:02.553372: step 190, loss = 0.84, batch loss = 0.74 (43.4 examples/sec; 0.184 sec/batch; 17h:00m:35s remains)
INFO - root - 2017-12-03 06:51:04.454727: step 200, loss = 0.92, batch loss = 0.82 (43.7 examples/sec; 0.183 sec/batch; 16h:53m:12s remains)
