INFO - Siam-FC - Running command 'main'
INFO - Siam-FC - Started run with ID "43"
INFO - root - Creating training directory: /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC
INFO - root - preproces -- siamese_fc_color
WARNING - root - root is not explicitly specified, using default value: None
INFO - root - For training, we use instance size 255 - 2 * 8 ...
WARNING - root - init_method is not explicitly specified, using default value: None
sdiufhasudf Tensor("siamese_fc/conv5/split:0", shape=(8, 8, 8, 192), dtype=float32)
Tensor("siamese_fc/conv5/def/transpose:0", shape=(8, 192, 8, 8), dtype=float32) <tf.Variable 'siamese_fc/conv5/def/b1/weights:0' shape=(128, 192, 3, 3) dtype=float32_ref> Tensor("siamese_fc/conv5/def/transpose_1:0", shape=(8, 72, 8, 8), dtype=float32)
ddd Tensor("siamese_fc/conv5/def/b1/transpose:0", shape=(8, 6, 6, 128), dtype=float32)
sdiufhasudf Tensor("siamese_fc_1/conv5/split:0", shape=(8, 22, 22, 192), dtype=float32)
Tensor("siamese_fc_1/conv5/def/transpose:0", shape=(8, 192, 22, 22), dtype=float32) <tf.Variable 'siamese_fc/conv5/def/b1/weights:0' shape=(128, 192, 3, 3) dtype=float32_ref> Tensor("siamese_fc_1/conv5/def/transpose_1:0", shape=(8, 72, 22, 22), dtype=float32)
ddd Tensor("siamese_fc_1/conv5/def/b1/transpose:0", shape=(8, 20, 20, 128), dtype=float32)
INFO - root - Model moving average is disabled since decay factor is 0
2017-12-03 08:45:16.783066: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 08:45:16.783106: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 08:45:16.783112: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 08:45:16.783117: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 08:45:16.783121: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-12-03 08:45:17.368487: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.8235
pciBusID 5791:00:00.0
Total memory: 11.17GiB
Free memory: 11.11GiB
2017-12-03 08:45:17.368528: I tensorflow/core/common_runtime/gpu/gpu_device.cc:908] DMA: 0 
2017-12-03 08:45:17.368536: I tensorflow/core/common_runtime/gpu/gpu_device.cc:918] 0:   Y 
2017-12-03 08:45:17.368544: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 5791:00:00.0)
INFO:tensorflow:Restoring parameters from /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC-only/model.ckpt-150000
INFO - tensorflow - Restoring parameters from /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC-only/model.ckpt-150000
INFO - root - Starting threads 0 ...

INFO - root - training for 332500 steps
INFO - root - 2017-12-03 08:45:20.334741: step 0, loss = 0.65, batch loss = 0.58 (3.6 examples/sec; 2.253 sec/batch; 208h:07m:37s remains)
INFO:tensorflow:/home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC/model.ckpt-0 is not in all_model_checkpoint_paths. Manually adding it.
INFO - tensorflow - /home/v-chaoqw/MYSFC-ORI/track_model_checkpoints/SFC/model.ckpt-0 is not in all_model_checkpoint_paths. Manually adding it.
INFO - root - 2017-12-03 08:45:22.851443: step 10, loss = 0.80, batch loss = 0.73 (42.0 examples/sec; 0.190 sec/batch; 17h:34m:31s remains)
INFO - root - 2017-12-03 08:45:24.717876: step 20, loss = 1.00, batch loss = 0.93 (43.9 examples/sec; 0.182 sec/batch; 16h:50m:56s remains)
INFO - root - 2017-12-03 08:45:26.582981: step 30, loss = 0.86, batch loss = 0.79 (43.8 examples/sec; 0.183 sec/batch; 16h:51m:52s remains)
INFO - root - 2017-12-03 08:45:28.450948: step 40, loss = 0.98, batch loss = 0.91 (41.8 examples/sec; 0.191 sec/batch; 17h:40m:36s remains)
INFO - root - 2017-12-03 08:45:30.301173: step 50, loss = 0.82, batch loss = 0.75 (41.9 examples/sec; 0.191 sec/batch; 17h:37m:19s remains)
INFO - root - 2017-12-03 08:45:32.184728: step 60, loss = 0.77, batch loss = 0.70 (42.3 examples/sec; 0.189 sec/batch; 17h:27m:37s remains)
INFO - root - 2017-12-03 08:45:34.047975: step 70, loss = 0.94, batch loss = 0.87 (43.1 examples/sec; 0.186 sec/batch; 17h:08m:40s remains)
INFO - root - 2017-12-03 08:45:35.907636: step 80, loss = 0.91, batch loss = 0.84 (43.7 examples/sec; 0.183 sec/batch; 16h:55m:06s remains)
INFO - root - 2017-12-03 08:45:37.769969: step 90, loss = 0.77, batch loss = 0.70 (43.0 examples/sec; 0.186 sec/batch; 17h:11m:26s remains)
INFO - root - 2017-12-03 08:45:39.657609: step 100, loss = 0.94, batch loss = 0.87 (42.9 examples/sec; 0.186 sec/batch; 17h:12m:40s remains)
INFO - root - 2017-12-03 08:45:41.600508: step 110, loss = 0.94, batch loss = 0.87 (42.1 examples/sec; 0.190 sec/batch; 17h:33m:06s remains)
INFO - root - 2017-12-03 08:45:43.479869: step 120, loss = 0.91, batch loss = 0.84 (42.1 examples/sec; 0.190 sec/batch; 17h:32m:18s remains)
INFO - root - 2017-12-03 08:45:45.335866: step 130, loss = 0.86, batch loss = 0.79 (41.6 examples/sec; 0.192 sec/batch; 17h:44m:05s remains)
INFO - root - 2017-12-03 08:45:47.220853: step 140, loss = 0.81, batch loss = 0.74 (43.1 examples/sec; 0.186 sec/batch; 17h:07m:40s remains)
INFO - root - 2017-12-03 08:45:49.105932: step 150, loss = 0.91, batch loss = 0.84 (42.4 examples/sec; 0.189 sec/batch; 17h:25m:58s remains)
INFO - root - 2017-12-03 08:45:50.982424: step 160, loss = 1.01, batch loss = 0.94 (41.7 examples/sec; 0.192 sec/batch; 17h:42m:51s remains)
INFO - root - 2017-12-03 08:45:52.864227: step 170, loss = 0.89, batch loss = 0.82 (41.1 examples/sec; 0.194 sec/batch; 17h:57m:05s remains)
INFO - root - 2017-12-03 08:45:54.730319: step 180, loss = 0.84, batch loss = 0.77 (41.9 examples/sec; 0.191 sec/batch; 17h:37m:43s remains)
INFO - root - 2017-12-03 08:45:56.631886: step 190, loss = 0.94, batch loss = 0.87 (40.6 examples/sec; 0.197 sec/batch; 18h:12m:18s remains)
INFO - root - 2017-12-03 08:45:58.520591: step 200, loss = 0.74, batch loss = 0.67 (42.4 examples/sec; 0.189 sec/batch; 17h:25m:04s remains)
